"Source Name","State Name","District Name","Block Name","GP Name","Overall","T1","T1_Grade","T2","T2_Grade","T3","T3_Grade","T4","T4_Grade","T5","T5_Grade","T6","T6_Grade","T7","T7_Grade","T8","T8_Grade","T9","T9_Grade"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Chowtapalli",62.31,62.11,"B - Performer",86,"A - Front Runner",71.24,"B - Performer",66.3,"B - Performer",38.75,"D - Beginner",49.41,"C - Aspirant",64.69,"B - Performer",65.51,"B - Performer",69.2,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Kamanur",61.9,66.39,"B - Performer",88.69,"A - Front Runner",74.47,"B - Performer",58.02,"C - Aspirant",39.52,"D - Beginner",54.09,"C - Aspirant",58.86,"C - Aspirant",61.32,"B - Performer",68,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Peddasetty Palli",60.92,64.58,"B - Performer",86.64,"A - Front Runner",68.43,"B - Performer",56.5,"C - Aspirant",49.14,"C - Aspirant",47.83,"C - Aspirant",61.97,"B - Performer",59.71,"C - Aspirant",61.42,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Chowduru",60.47,75.13,"A - Front Runner",89.74,"A - Front Runner",73.89,"B - Performer",51.92,"C - Aspirant",35.31,"D - Beginner",49.3,"C - Aspirant",67.8,"B - Performer",55.53,"C - Aspirant",63.75,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Kothapalli",60.1,72.06,"B - Performer",89.14,"A - Front Runner",75.18,"A - Front Runner",61.06,"B - Performer",38.28,"D - Beginner",46.2,"C - Aspirant",54.87,"C - Aspirant",55.67,"C - Aspirant",64.24,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Uppara Palli",59.85,71.7,"B - Performer",87.08,"A - Front Runner",74.76,"B - Performer",61.05,"B - Performer",25.39,"D - Beginner",53.2,"C - Aspirant",64.96,"B - Performer",61.86,"B - Performer",63.73,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Thallamapuram",59.53,72.49,"B - Performer",88.22,"A - Front Runner",75.96,"A - Front Runner",57.37,"C - Aspirant",44.71,"C - Aspirant",41.7,"C - Aspirant",60.26,"B - Performer",44.24,"C - Aspirant",67.78,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Chennamaraju Palli",58.49,60.99,"B - Performer",84.83,"A - Front Runner",65.85,"B - Performer",61.02,"B - Performer",30.6,"D - Beginner",47.39,"C - Aspirant",63.88,"B - Performer",64.26,"B - Performer",64.79,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Somulavaripalli",57.53,59.94,"C - Aspirant",78.46,"A - Front Runner",65.85,"B - Performer",48.42,"C - Aspirant",40.02,"C - Aspirant",51.17,"C - Aspirant",57.48,"C - Aspirant",62.9,"B - Performer",62.18,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Kakirenipalli",55.41,65.44,"B - Performer",87.43,"A - Front Runner",68.96,"B - Performer",56.14,"C - Aspirant",35.01,"D - Beginner",41.58,"C - Aspirant",56.01,"C - Aspirant",46.41,"C - Aspirant",58.72,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Gopavaram",50.81,62.5,"B - Performer",87.26,"A - Front Runner",62.84,"B - Performer",59.58,"C - Aspirant",25.42,"D - Beginner",40.41,"C - Aspirant",51.35,"C - Aspirant",36.72,"D - Beginner",57.08,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Nanganoorpalli",46.09,72.25,"B - Performer",85.58,"A - Front Runner",50.38,"C - Aspirant",48.91,"C - Aspirant",19.26,"D - Beginner",43.21,"C - Aspirant",55.62,"C - Aspirant",28.35,"D - Beginner",46.94,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Kallur",44.24,61.77,"B - Performer",77.08,"A - Front Runner",48.32,"C - Aspirant",37.5,"D - Beginner",18.28,"D - Beginner",35.84,"D - Beginner",53.99,"C - Aspirant",37.25,"D - Beginner",57.1,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Proddatur.xlsx","Andhra Pradesh","Y.S.R.","Proddatur","Seethampalli",39.85,60.23,"B - Performer",72.73,"B - Performer",51.88,"C - Aspirant",38.77,"D - Beginner",18.29,"D - Beginner",33.66,"D - Beginner",50.48,"C - Aspirant",29.19,"D - Beginner",31.72,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Pulivendla.xlsx","Andhra Pradesh","Y.S.R.","Pulivendla","E. Kothapalli",68.74,74.64,"B - Performer",91.37,"A+ - Achiever",77,"A - Front Runner",66.14,"B - Performer",47.54,"C - Aspirant",67.37,"B - Performer",73.59,"B - Performer",66.75,"B - Performer",62.73,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Pulivendla.xlsx","Andhra Pradesh","Y.S.R.","Pulivendla","Atchavalli",65.71,70.62,"B - Performer",84.72,"A - Front Runner",77.6,"A - Front Runner",60.65,"B - Performer",44.61,"C - Aspirant",57.25,"C - Aspirant",67.29,"B - Performer",68.07,"B - Performer",69.34,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Pulivendla.xlsx","Andhra Pradesh","Y.S.R.","Pulivendla","Yerrapalli",62.82,66.73,"B - Performer",85.56,"A - Front Runner",71.04,"B - Performer",59.48,"C - Aspirant",46.44,"C - Aspirant",53.34,"C - Aspirant",64.14,"B - Performer",64.57,"B - Performer",61.52,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Pulivendla.xlsx","Andhra Pradesh","Y.S.R.","Pulivendla","Ragimanupalle",60.62,69.3,"B - Performer",87.72,"A - Front Runner",73.53,"B - Performer",58.03,"C - Aspirant",30.85,"D - Beginner",49.49,"C - Aspirant",63.51,"B - Performer",66.02,"B - Performer",66.54,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Pulivendla.xlsx","Andhra Pradesh","Y.S.R.","Pulivendla","Konampalli",59.83,76.02,"A - Front Runner",76.67,"A - Front Runner",75.21,"A - Front Runner",63.52,"B - Performer",44.62,"C - Aspirant",53.01,"C - Aspirant",67.27,"B - Performer",41.47,"C - Aspirant",53.45,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Pulivendla.xlsx","Andhra Pradesh","Y.S.R.","Pulivendla","Yerraballi",50.33,64.57,"B - Performer",70.42,"B - Performer",55.08,"C - Aspirant",46.81,"C - Aspirant",32.53,"D - Beginner",39.25,"D - Beginner",60.49,"B - Performer",38.73,"D - Beginner",59.11,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Gopayapalli",66.26,80.69,"A - Front Runner",87.71,"A - Front Runner",74.35,"B - Performer",56.03,"C - Aspirant",48.99,"C - Aspirant",48.02,"C - Aspirant",70.63,"B - Performer",66.85,"B - Performer",75.15,"A - Front Runner"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Tangutur",64.98,73.79,"B - Performer",87.85,"A - Front Runner",78.04,"A - Front Runner",56.98,"C - Aspirant",46.36,"C - Aspirant",50.03,"C - Aspirant",71.47,"B - Performer",64.35,"B - Performer",67.18,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Paidala",63.17,70.08,"B - Performer",89.54,"A - Front Runner",71.88,"B - Performer",56.67,"C - Aspirant",45.74,"C - Aspirant",46.17,"C - Aspirant",64.25,"B - Performer",68.94,"B - Performer",66.99,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Korrapadu",63.16,73.05,"B - Performer",79.63,"A - Front Runner",72.81,"B - Performer",56.36,"C - Aspirant",46.72,"C - Aspirant",47.52,"C - Aspirant",62.7,"B - Performer",66.69,"B - Performer",72.16,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Rajupalem",61.78,69.4,"B - Performer",85.64,"A - Front Runner",70.96,"B - Performer",51.24,"C - Aspirant",40.42,"C - Aspirant",56.1,"C - Aspirant",59.83,"C - Aspirant",63.74,"B - Performer",70.19,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Vengalayapalli",61.18,69.56,"B - Performer",72.78,"B - Performer",69.08,"B - Performer",54.66,"C - Aspirant",47.38,"C - Aspirant",51.29,"C - Aspirant",66.43,"B - Performer",62.36,"B - Performer",62.44,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Parlapadu",60.7,72.25,"B - Performer",89.02,"A - Front Runner",76.08,"A - Front Runner",49.74,"C - Aspirant",40.79,"C - Aspirant",47.75,"C - Aspirant",64.09,"B - Performer",53.1,"C - Aspirant",69.29,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Velavalli",60.05,64,"B - Performer",84.56,"A - Front Runner",68.78,"B - Performer",59.22,"C - Aspirant",41.28,"C - Aspirant",47.31,"C - Aspirant",62.36,"B - Performer",57.46,"C - Aspirant",65.87,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Vasudevapuram",59.71,70.86,"B - Performer",84.13,"A - Front Runner",70.36,"B - Performer",57.42,"C - Aspirant",43.29,"C - Aspirant",40.22,"C - Aspirant",64.05,"B - Performer",53.89,"C - Aspirant",66.67,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Kummarapalli",57.86,64.33,"B - Performer",87.64,"A - Front Runner",74.08,"B - Performer",59.82,"C - Aspirant",35.78,"D - Beginner",37.54,"D - Beginner",59.45,"C - Aspirant",56.21,"C - Aspirant",64.76,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Gadegudur",57.45,55.45,"C - Aspirant",80.21,"A - Front Runner",68.64,"B - Performer",53.85,"C - Aspirant",44.52,"C - Aspirant",54.69,"C - Aspirant",50.73,"C - Aspirant",59.05,"C - Aspirant",56.88,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Eruvalapalem",56.13,55.93,"C - Aspirant",76.3,"A - Front Runner",67.32,"B - Performer",55.77,"C - Aspirant",31.95,"D - Beginner",50.56,"C - Aspirant",59.01,"C - Aspirant",57.55,"C - Aspirant",62.91,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","C.H.Kalliur",55.84,63.21,"B - Performer",78.16,"A - Front Runner",66.56,"B - Performer",56.85,"C - Aspirant",24.46,"D - Beginner",50.05,"C - Aspirant",54.52,"C - Aspirant",62.36,"B - Performer",67.87,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Chinna Settipalli",55,60.6,"B - Performer",76.24,"A - Front Runner",59.19,"C - Aspirant",60.78,"B - Performer",43.37,"C - Aspirant",48.02,"C - Aspirant",58.35,"C - Aspirant",50.3,"C - Aspirant",45.34,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Rajupalem.xlsx","Andhra Pradesh","Y.S.R.","Rajupalem","Arkatavemula",47.57,60.22,"B - Performer",80,"A - Front Runner",52.6,"C - Aspirant",42.24,"C - Aspirant",28.41,"D - Beginner",35.8,"D - Beginner",53.93,"C - Aspirant",42.99,"C - Aspirant",49.39,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Madhavaram -I",70.65,67.16,"B - Performer",81.22,"A - Front Runner",75.74,"A - Front Runner",73.66,"B - Performer",72.44,"B - Performer",56.57,"C - Aspirant",67.27,"B - Performer",75.96,"A - Front Runner",68.82,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Machupalli",64.03,69.59,"B - Performer",91.92,"A+ - Achiever",73.02,"B - Performer",60.81,"B - Performer",47.2,"C - Aspirant",46.26,"C - Aspirant",68.59,"B - Performer",66.55,"B - Performer",63.93,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Sidhout",63.52,71.17,"B - Performer",91.27,"A+ - Achiever",72.87,"B - Performer",55.06,"C - Aspirant",54.74,"C - Aspirant",54.19,"C - Aspirant",64.57,"B - Performer",53.22,"C - Aspirant",63.33,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","K. Madhavaram",63.21,66.16,"B - Performer",85.66,"A - Front Runner",68.65,"B - Performer",60.27,"B - Performer",50.34,"C - Aspirant",47.1,"C - Aspirant",62.1,"B - Performer",69.24,"B - Performer",67.36,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Upparapalli",62.99,71.57,"B - Performer",88.53,"A - Front Runner",75.11,"A - Front Runner",59.3,"C - Aspirant",43.66,"C - Aspirant",47.77,"C - Aspirant",61.96,"B - Performer",62.71,"B - Performer",68.3,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Nekanapuram",62.77,69.55,"B - Performer",83.83,"A - Front Runner",74.18,"B - Performer",56.57,"C - Aspirant",41.1,"C - Aspirant",48.54,"C - Aspirant",69.74,"B - Performer",67.4,"B - Performer",65.96,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Shakarajupalli",62.41,76.83,"A - Front Runner",87.24,"A - Front Runner",72.67,"B - Performer",55.4,"C - Aspirant",44.9,"C - Aspirant",44.74,"C - Aspirant",62.84,"B - Performer",61.63,"B - Performer",68.45,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Jangalapalli",61.33,75.38,"A - Front Runner",93.8,"A+ - Achiever",70.52,"B - Performer",66.11,"B - Performer",40.89,"C - Aspirant",41.13,"C - Aspirant",63.41,"B - Performer",50.99,"C - Aspirant",68.46,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Moolapalli",58.89,69.84,"B - Performer",84.79,"A - Front Runner",71.99,"B - Performer",47.26,"C - Aspirant",39.11,"D - Beginner",43.99,"C - Aspirant",62.97,"B - Performer",60.05,"B - Performer",64.96,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Boggidivaripalli",58.58,69.16,"B - Performer",70.98,"B - Performer",70.7,"B - Performer",55.41,"C - Aspirant",39.61,"D - Beginner",51.91,"C - Aspirant",65.63,"B - Performer",62.04,"B - Performer",50.46,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","S.Rajampet",58.12,70.7,"B - Performer",83.93,"A - Front Runner",64.94,"B - Performer",55.51,"C - Aspirant",37.67,"D - Beginner",42.56,"C - Aspirant",62.25,"B - Performer",53.63,"C - Aspirant",66.05,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Lingampalli",57.73,73.36,"B - Performer",89.24,"A - Front Runner",66.86,"B - Performer",55.11,"C - Aspirant",38.33,"D - Beginner",39.7,"D - Beginner",61.06,"B - Performer",60.67,"B - Performer",52.34,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Peddapalli",57.15,71.18,"B - Performer",90.52,"A+ - Achiever",68.67,"B - Performer",48.32,"C - Aspirant",42.34,"C - Aspirant",42.69,"C - Aspirant",60.48,"B - Performer",53.26,"C - Aspirant",52.21,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Vantatipalle",55.79,68.05,"B - Performer",68.96,"B - Performer",63.69,"B - Performer",54.9,"C - Aspirant",40.98,"C - Aspirant",41.22,"C - Aspirant",59.38,"C - Aspirant",61.43,"B - Performer",51.78,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Kadapayapalli",51.28,74.58,"B - Performer",71.78,"B - Performer",71.55,"B - Performer",53.01,"C - Aspirant",33.51,"D - Beginner",39.68,"D - Beginner",59.72,"C - Aspirant",35.58,"D - Beginner",42.75,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Ponnavolu",49.62,70.02,"B - Performer",71.86,"B - Performer",58.26,"C - Aspirant",49.31,"C - Aspirant",41.04,"C - Aspirant",31.69,"D - Beginner",59.23,"C - Aspirant",33.02,"D - Beginner",49.61,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Jyothi",47.62,69.33,"B - Performer",71.82,"B - Performer",53.47,"C - Aspirant",52.05,"C - Aspirant",32.97,"D - Beginner",34.19,"D - Beginner",51.35,"C - Aspirant",32,"D - Beginner",49.03,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sidhout.xlsx","Andhra Pradesh","Y.S.R.","Sidhout","Takkolu",44.28,63.73,"B - Performer",87.89,"A - Front Runner",61.1,"B - Performer",40.17,"C - Aspirant",25.03,"D - Beginner",34.76,"D - Beginner",54.21,"C - Aspirant",27.79,"D - Beginner",36.3,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Himakuntha",71.2,76.15,"A - Front Runner",85.54,"A - Front Runner",75.4,"A - Front Runner",68.72,"B - Performer",59.19,"C - Aspirant",65.2,"B - Performer",69.37,"B - Performer",70.48,"B - Performer",73.82,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Lomada",68.26,76.97,"A - Front Runner",87.13,"A - Front Runner",70.16,"B - Performer",61.5,"B - Performer",64.26,"B - Performer",53.14,"C - Aspirant",70.32,"B - Performer",71.94,"B - Performer",64.34,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Kamballi",66.99,78.6,"A - Front Runner",88.7,"A - Front Runner",80.57,"A - Front Runner",50.62,"C - Aspirant",50.46,"C - Aspirant",51.3,"C - Aspirant",73.15,"B - Performer",70.4,"B - Performer",71.7,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Bidinamcherla",66.03,65.73,"B - Performer",80.22,"A - Front Runner",73.38,"B - Performer",61.29,"B - Performer",53.12,"C - Aspirant",59.27,"C - Aspirant",64.14,"B - Performer",72.46,"B - Performer",68.76,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Gurujala",65.67,77.72,"A - Front Runner",87.79,"A - Front Runner",77.98,"A - Front Runner",54.9,"C - Aspirant",49.07,"C - Aspirant",55.06,"C - Aspirant",64.99,"B - Performer",64.71,"B - Performer",68.44,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Kovaramguttapalli",65.22,67.7,"B - Performer",90.96,"A+ - Achiever",77.16,"A - Front Runner",57.28,"C - Aspirant",47.78,"C - Aspirant",54.69,"C - Aspirant",60.2,"B - Performer",67.02,"B - Performer",74.4,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Theliki",64.84,70.22,"B - Performer",89.28,"A - Front Runner",71.24,"B - Performer",70.44,"B - Performer",52.07,"C - Aspirant",50,"C - Aspirant",68.72,"B - Performer",57.75,"C - Aspirant",62.31,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Ravulakolanu",64.39,70.08,"B - Performer",90.34,"A+ - Achiever",75.51,"A - Front Runner",55.78,"C - Aspirant",51.27,"C - Aspirant",48.35,"C - Aspirant",66.02,"B - Performer",66.16,"B - Performer",65.86,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Ankalamma Gudur",64.37,81.59,"A - Front Runner",85.09,"A - Front Runner",75.74,"A - Front Runner",51.27,"C - Aspirant",49.19,"C - Aspirant",48,"C - Aspirant",65.79,"B - Performer",64.53,"B - Performer",70.26,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Chavvari Palli",64.33,72.48,"B - Performer",89.24,"A - Front Runner",70.42,"B - Performer",55.05,"C - Aspirant",47.9,"C - Aspirant",50.1,"C - Aspirant",66.69,"B - Performer",66.94,"B - Performer",70.24,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Sunkesula",64.18,70.12,"B - Performer",88.01,"A - Front Runner",73.07,"B - Performer",68.49,"B - Performer",45.73,"C - Aspirant",49.53,"C - Aspirant",60.97,"B - Performer",61.1,"B - Performer",70.86,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Paidipalem",63.72,76.37,"A - Front Runner",88.99,"A - Front Runner",67.85,"B - Performer",56.72,"C - Aspirant",48.04,"C - Aspirant",51.54,"C - Aspirant",63.24,"B - Performer",62.68,"B - Performer",67.49,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Nandyalampalle",63.65,73.95,"B - Performer",92.35,"A+ - Achiever",69.35,"B - Performer",61.18,"B - Performer",52.41,"C - Aspirant",46.03,"C - Aspirant",58.84,"C - Aspirant",59.89,"C - Aspirant",69.63,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Bajjavari Palli",63.07,73.56,"B - Performer",91.03,"A+ - Achiever",69.48,"B - Performer",54.53,"C - Aspirant",46.13,"C - Aspirant",50.31,"C - Aspirant",61.53,"B - Performer",62.71,"B - Performer",69.55,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Duddekunta",62.96,74.04,"B - Performer",91.03,"A+ - Achiever",73.09,"B - Performer",60.21,"B - Performer",42.41,"C - Aspirant",46.31,"C - Aspirant",62.15,"B - Performer",62.47,"B - Performer",68.77,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Y.Kothapalle",62.35,72.51,"B - Performer",73.03,"B - Performer",66.85,"B - Performer",58.59,"C - Aspirant",45.07,"C - Aspirant",52.22,"C - Aspirant",68.58,"B - Performer",67.18,"B - Performer",63.33,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","B.Cherlopalli",62.3,70.89,"B - Performer",86.4,"A - Front Runner",72.13,"B - Performer",58.24,"C - Aspirant",44.43,"C - Aspirant",50.15,"C - Aspirant",59.58,"C - Aspirant",66.42,"B - Performer",62.28,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Balapanur",61.89,72.82,"B - Performer",84.54,"A - Front Runner",74.76,"B - Performer",46.93,"C - Aspirant",43.21,"C - Aspirant",50.73,"C - Aspirant",63.3,"B - Performer",68.46,"B - Performer",64.93,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Kasanur",61.51,66.57,"B - Performer",89.64,"A - Front Runner",74.53,"B - Performer",64.66,"B - Performer",38.32,"D - Beginner",48.15,"C - Aspirant",58.08,"C - Aspirant",62.43,"B - Performer",65.51,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Simhadripuram.xlsx","Andhra Pradesh","Y.S.R.","Simhadripuram","Simhadripuram",55.89,64.63,"B - Performer",87.18,"A - Front Runner",68.94,"B - Performer",49.82,"C - Aspirant",40.42,"C - Aspirant",47.01,"C - Aspirant",51.55,"C - Aspirant",44.37,"C - Aspirant",63.3,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sri Avadutha Kasinayana.xlsx","Andhra Pradesh","Y.S.R.","Sri Avadutha Kasinayana","Amagampalli",63.74,69.69,"B - Performer",89.22,"A - Front Runner",75.34,"A - Front Runner",68.47,"B - Performer",47.56,"C - Aspirant",51.06,"C - Aspirant",62.45,"B - Performer",57.76,"C - Aspirant",61.82,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sri Avadutha Kasinayana.xlsx","Andhra Pradesh","Y.S.R.","Sri Avadutha Kasinayana","Savisettypalli",62.22,69.63,"B - Performer",84.05,"A - Front Runner",70.26,"B - Performer",73.81,"B - Performer",42,"C - Aspirant",54.95,"C - Aspirant",61.51,"B - Performer",54.44,"C - Aspirant",59.55,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Sri Avadutha Kasinayana.xlsx","Andhra Pradesh","Y.S.R.","Sri Avadutha Kasinayana","Katheragandla",62.15,66.4,"B - Performer",84.19,"A - Front Runner",73.85,"B - Performer",59.85,"C - Aspirant",40.18,"C - Aspirant",53.46,"C - Aspirant",69.72,"B - Performer",59.74,"C - Aspirant",62.56,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Sri Avadutha Kasinayana.xlsx","Andhra Pradesh","Y.S.R.","Sri Avadutha Kasinayana","Kondrajupalli",61.77,65.33,"B - Performer",84.3,"A - Front Runner",71.76,"B - Performer",58.91,"C - Aspirant",40.22,"C - Aspirant",55.56,"C - Aspirant",65.67,"B - Performer",62.82,"B - Performer",61,"B - Performer"
