"Source Name","State Name","District Name","Block Name","GP Name","Overall","T1","T1_Grade","T2","T2_Grade","T3","T3_Grade","T4","T4_Grade","T5","T5_Grade","T6","T6_Grade","T7","T7_Grade","T8","T8_Grade","T9","T9_Grade"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Ducherthi",62.88,71.78,"B - Performer",77.96,"A - Front Runner",71.53,"B - Performer",54.68,"C - Aspirant",44.75,"C - Aspirant",53.81,"C - Aspirant",64.4,"B - Performer",74.17,"B - Performer",61.03,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Puligogulapadu",60.92,65.71,"B - Performer",85.28,"A - Front Runner",70.13,"B - Performer",59.11,"C - Aspirant",44.15,"C - Aspirant",49.04,"C - Aspirant",60.89,"B - Performer",58.74,"C - Aspirant",64.28,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Konalova",60.44,68.02,"B - Performer",76.77,"A - Front Runner",74.8,"B - Performer",41.66,"C - Aspirant",41.91,"C - Aspirant",50.64,"C - Aspirant",68.8,"B - Performer",73.03,"B - Performer",62.02,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Bodlanka",60.43,69.66,"B - Performer",86.04,"A - Front Runner",69.5,"B - Performer",58.05,"C - Aspirant",41.79,"C - Aspirant",46.38,"C - Aspirant",67.16,"B - Performer",61.92,"B - Performer",55.11,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Gontuvanipalem",60.09,63.66,"B - Performer",85.2,"A - Front Runner",67.78,"B - Performer",57.93,"C - Aspirant",33.01,"D - Beginner",48.72,"C - Aspirant",67.26,"B - Performer",68.21,"B - Performer",65.01,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Dakodu",59.8,70.51,"B - Performer",76.38,"A - Front Runner",68.58,"B - Performer",52.5,"C - Aspirant",37.26,"D - Beginner",44.58,"C - Aspirant",67.91,"B - Performer",72.1,"B - Performer",61.97,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Kimmuru",59.8,68.02,"B - Performer",73.75,"B - Performer",64.49,"B - Performer",54.53,"C - Aspirant",43.41,"C - Aspirant",48.39,"C - Aspirant",64.75,"B - Performer",63.28,"B - Performer",64.43,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Addateegala",59.25,74.67,"B - Performer",88.31,"A - Front Runner",74.69,"B - Performer",60.88,"B - Performer",35.75,"D - Beginner",43.21,"C - Aspirant",58.15,"C - Aspirant",45.21,"C - Aspirant",73.86,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Vetamamidi",57.28,63.18,"B - Performer",80.88,"A - Front Runner",65.79,"B - Performer",56.1,"C - Aspirant",35.77,"D - Beginner",42.76,"C - Aspirant",62.26,"B - Performer",54.72,"C - Aspirant",67.52,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","D.Bheemavaram",56.89,62.81,"B - Performer",83.93,"A - Front Runner",71.52,"B - Performer",49.52,"C - Aspirant",37.21,"D - Beginner",43.07,"C - Aspirant",53.68,"C - Aspirant",57.59,"C - Aspirant",67.46,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Bheemudupakalu",56.39,64.35,"B - Performer",86.21,"A - Front Runner",68.21,"B - Performer",54.08,"C - Aspirant",38.52,"D - Beginner",42.74,"C - Aspirant",63.4,"B - Performer",46.24,"C - Aspirant",58.34,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Matlapadu",55.22,66.13,"B - Performer",80.15,"A - Front Runner",67.82,"B - Performer",50.97,"C - Aspirant",37.49,"D - Beginner",43.77,"C - Aspirant",57.45,"C - Aspirant",46.32,"C - Aspirant",59.67,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Yellavaram",55.02,60.92,"B - Performer",77.82,"A - Front Runner",69.94,"B - Performer",58.7,"C - Aspirant",32.68,"D - Beginner",47.08,"C - Aspirant",57.17,"C - Aspirant",46.51,"C - Aspirant",58.02,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Thimmapuram",54.97,75.49,"A - Front Runner",82.56,"A - Front Runner",63.55,"B - Performer",56.47,"C - Aspirant",27.24,"D - Beginner",43.19,"C - Aspirant",59.95,"C - Aspirant",47.43,"C - Aspirant",61.27,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Doramamidi",54.58,73.21,"B - Performer",84.76,"A - Front Runner",61.66,"B - Performer",54.98,"C - Aspirant",38.87,"D - Beginner",42.84,"C - Aspirant",57.49,"C - Aspirant",36.77,"D - Beginner",58.04,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Gondolu",54.4,68.79,"B - Performer",84.66,"A - Front Runner",71.63,"B - Performer",58.85,"C - Aspirant",27.68,"D - Beginner",40.62,"C - Aspirant",57.97,"C - Aspirant",44.69,"C - Aspirant",58.3,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Veeravaram",54.17,66.15,"B - Performer",87.09,"A - Front Runner",71.31,"B - Performer",60.53,"B - Performer",26.78,"D - Beginner",42.24,"C - Aspirant",50.76,"C - Aspirant",51.12,"C - Aspirant",54.98,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Somannapalem",53.1,62.85,"B - Performer",78.8,"A - Front Runner",66.62,"B - Performer",44.06,"C - Aspirant",27.3,"D - Beginner",42.98,"C - Aspirant",55.13,"C - Aspirant",57.2,"C - Aspirant",62.44,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Rayapalli",52.28,63.4,"B - Performer",73.02,"B - Performer",57.49,"C - Aspirant",43.47,"C - Aspirant",30.26,"D - Beginner",46.4,"C - Aspirant",57.58,"C - Aspirant",47.83,"C - Aspirant",65.23,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Thungamadugula",51.9,59.5,"C - Aspirant",85.25,"A - Front Runner",63.32,"B - Performer",54.43,"C - Aspirant",27.38,"D - Beginner",40.12,"C - Aspirant",56.43,"C - Aspirant",44.32,"C - Aspirant",56.91,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","Dhanyampalem",48.6,65.65,"B - Performer",73.13,"B - Performer",54.79,"C - Aspirant",44.07,"C - Aspirant",24.98,"D - Beginner",40.21,"C - Aspirant",59.65,"C - Aspirant",41.88,"C - Aspirant",52.03,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Adee.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Addateegala","D.Ramavaram",48.46,64.02,"B - Performer",84.67,"A - Front Runner",55.03,"C - Aspirant",51.45,"C - Aspirant",25.52,"D - Beginner",36.08,"D - Beginner",57.3,"C - Aspirant",43.04,"C - Aspirant",42.33,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Pedakota",60.12,67.37,"B - Performer",72.88,"B - Performer",64.65,"B - Performer",47.98,"C - Aspirant",55.16,"C - Aspirant",47.45,"C - Aspirant",66.84,"B - Performer",69.09,"B - Performer",55.73,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Pinakota",47.95,59.24,"C - Aspirant",74.85,"B - Performer",58.06,"C - Aspirant",48.88,"C - Aspirant",29.32,"D - Beginner",37.6,"D - Beginner",54.38,"C - Aspirant",37.48,"D - Beginner",47.37,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Ananthagiri",47.68,64.95,"B - Performer",83.63,"A - Front Runner",59.47,"C - Aspirant",47.53,"C - Aspirant",27.6,"D - Beginner",42.3,"C - Aspirant",53.94,"C - Aspirant",31.07,"D - Beginner",42.37,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Kotturu",44.66,64.52,"B - Performer",70,"B - Performer",54.13,"C - Aspirant",45.99,"C - Aspirant",21.61,"D - Beginner",35.19,"D - Beginner",56.3,"C - Aspirant",35.04,"D - Beginner",41.91,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Kasipatnam",43.55,60.4,"B - Performer",63.55,"B - Performer",52.24,"C - Aspirant",47.8,"C - Aspirant",22.89,"D - Beginner",34.29,"D - Beginner",52.94,"C - Aspirant",34.71,"D - Beginner",40.8,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Garugubilli",43.27,64.78,"B - Performer",68.64,"B - Performer",50.06,"C - Aspirant",46.96,"C - Aspirant",20.91,"D - Beginner",37.31,"D - Beginner",52.45,"C - Aspirant",38.53,"D - Beginner",32.25,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Valasi",43.23,62.39,"B - Performer",55.74,"C - Aspirant",49.42,"C - Aspirant",45.04,"C - Aspirant",22.99,"D - Beginner",34.01,"D - Beginner",52.26,"C - Aspirant",42.19,"C - Aspirant",39.52,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Kondiba",43.12,61.98,"B - Performer",78.69,"A - Front Runner",52.59,"C - Aspirant",45.85,"C - Aspirant",20.77,"D - Beginner",33.63,"D - Beginner",51.78,"C - Aspirant",37.01,"D - Beginner",32.77,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Kivarla",42.82,61.14,"B - Performer",62.5,"B - Performer",54.69,"C - Aspirant",44.23,"C - Aspirant",21.33,"D - Beginner",32.73,"D - Beginner",54.71,"C - Aspirant",38.71,"D - Beginner",35.45,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Tokuru",42.78,58.6,"C - Aspirant",71.43,"B - Performer",50.09,"C - Aspirant",42.61,"C - Aspirant",24.12,"D - Beginner",31.67,"D - Beginner",49.22,"C - Aspirant",37.15,"D - Beginner",38.48,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Bheemapolu",42.61,60.92,"B - Performer",75.56,"A - Front Runner",53.23,"C - Aspirant",40.91,"C - Aspirant",21.52,"D - Beginner",32.11,"D - Beginner",52.75,"C - Aspirant",31.33,"D - Beginner",40.43,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Gummakota",42.26,60.55,"B - Performer",75.63,"A - Front Runner",53.88,"C - Aspirant",39.96,"D - Beginner",20.42,"D - Beginner",36.91,"D - Beginner",50.57,"C - Aspirant",37.21,"D - Beginner",30.74,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Chilakalagedda",42.15,63.19,"B - Performer",67.9,"B - Performer",51.32,"C - Aspirant",42.8,"C - Aspirant",20.61,"D - Beginner",35.1,"D - Beginner",51.83,"C - Aspirant",36.23,"D - Beginner",32.82,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Kunapuram",42.12,64.44,"B - Performer",79.39,"A - Front Runner",53.95,"C - Aspirant",41.46,"C - Aspirant",19.84,"D - Beginner",34.14,"D - Beginner",53.02,"C - Aspirant",31.38,"D - Beginner",32.35,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Lungaparti",41.87,52.3,"C - Aspirant",70.06,"B - Performer",43.7,"C - Aspirant",43.71,"C - Aspirant",26.66,"D - Beginner",33.49,"D - Beginner",51.73,"C - Aspirant",37.32,"D - Beginner",32.79,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Borra",41.45,61.41,"B - Performer",73.33,"B - Performer",49.92,"C - Aspirant",42.7,"C - Aspirant",20.23,"D - Beginner",36.45,"D - Beginner",47.41,"C - Aspirant",32.78,"D - Beginner",32.8,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Pedabidda",41.2,61.94,"B - Performer",72.94,"B - Performer",53.29,"C - Aspirant",41.18,"C - Aspirant",18.1,"D - Beginner",35.43,"D - Beginner",51.68,"C - Aspirant",32.11,"D - Beginner",32.39,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Rampalle",41.19,63.01,"B - Performer",81.65,"A - Front Runner",52.21,"C - Aspirant",39.89,"D - Beginner",19.33,"D - Beginner",32.99,"D - Beginner",52.61,"C - Aspirant",29.04,"D - Beginner",32.69,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Pynampadu",41.18,64.67,"B - Performer",78.16,"A - Front Runner",55.32,"C - Aspirant",39.68,"D - Beginner",17.78,"D - Beginner",35.55,"D - Beginner",53.93,"C - Aspirant",28.49,"D - Beginner",31.6,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Vengada",40.83,63.91,"B - Performer",79.76,"A - Front Runner",55.2,"C - Aspirant",39.32,"D - Beginner",15.64,"D - Beginner",33.03,"D - Beginner",52.95,"C - Aspirant",30.25,"D - Beginner",34.44,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Jeenabadu",40.15,61.54,"B - Performer",78.24,"A - Front Runner",56.03,"C - Aspirant",40.09,"C - Aspirant",14.25,"D - Beginner",33.96,"D - Beginner",52.83,"C - Aspirant",29.18,"D - Beginner",33.62,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Yeguvasoba",40.01,58.98,"C - Aspirant",77.69,"A - Front Runner",52.64,"C - Aspirant",38.69,"D - Beginner",17.16,"D - Beginner",31.75,"D - Beginner",51.49,"C - Aspirant",31.89,"D - Beginner",31.48,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Narasimharajupuram",39.9,58.54,"C - Aspirant",73.33,"B - Performer",50.63,"C - Aspirant",38.82,"D - Beginner",18.81,"D - Beginner",33.63,"D - Beginner",49.92,"C - Aspirant",30.25,"D - Beginner",31.8,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Ananthagiri.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Ananthagiri","Gumma",39.86,61.5,"B - Performer",77.91,"A - Front Runner",51.41,"C - Aspirant",40.77,"C - Aspirant",16,"D - Beginner",32.45,"D - Beginner",52.7,"C - Aspirant",27.06,"D - Beginner",34.15,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Pedalabudu",63.95,74.73,"B - Performer",79.57,"A - Front Runner",71.83,"B - Performer",57.96,"C - Aspirant",52.22,"C - Aspirant",58.24,"C - Aspirant",63.93,"B - Performer",56.25,"C - Aspirant",66.07,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Bondam",60.23,73.59,"B - Performer",81.74,"A - Front Runner",69.62,"B - Performer",46.99,"C - Aspirant",43.02,"C - Aspirant",40.68,"C - Aspirant",66.28,"B - Performer",66.77,"B - Performer",68.48,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Madagada",59.48,71.61,"B - Performer",80.33,"A - Front Runner",71.99,"B - Performer",60.33,"B - Performer",41.81,"C - Aspirant",40.78,"C - Aspirant",59.03,"C - Aspirant",60.31,"B - Performer",61.49,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Chinalabudu",58.88,67,"B - Performer",76.67,"A - Front Runner",65.01,"B - Performer",58.13,"C - Aspirant",38,"D - Beginner",46.84,"C - Aspirant",64.31,"B - Performer",62.36,"B - Performer",61.39,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Kothabhalluguda",57.7,72.36,"B - Performer",84.05,"A - Front Runner",67.46,"B - Performer",63.59,"B - Performer",36.93,"D - Beginner",39.1,"D - Beginner",60.01,"B - Performer",50.62,"C - Aspirant",61.91,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Sunkarametta",57.22,72.28,"B - Performer",80.17,"A - Front Runner",64.95,"B - Performer",56.43,"C - Aspirant",34.24,"D - Beginner",42.78,"C - Aspirant",63.66,"B - Performer",56.87,"C - Aspirant",58.34,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Madala",56.75,68.79,"B - Performer",69.22,"B - Performer",64.81,"B - Performer",54.86,"C - Aspirant",33.06,"D - Beginner",42.66,"C - Aspirant",67.42,"B - Performer",60.06,"B - Performer",63.15,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Siragam",56.54,74.47,"B - Performer",83.5,"A - Front Runner",62.82,"B - Performer",44.74,"C - Aspirant",34.96,"D - Beginner",37.25,"D - Beginner",64.62,"B - Performer",58.57,"C - Aspirant",68.54,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Iragai",56.04,71.34,"B - Performer",69.79,"B - Performer",57.95,"C - Aspirant",53.27,"C - Aspirant",36.17,"D - Beginner",38.88,"D - Beginner",63.92,"B - Performer",61.43,"B - Performer",64.22,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Padmapuram",52.91,75.97,"A - Front Runner",85.84,"A - Front Runner",64.55,"B - Performer",58.7,"C - Aspirant",26.22,"D - Beginner",37.09,"D - Beginner",56.68,"C - Aspirant",37.52,"D - Beginner",63.58,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Chompi",52.7,72.05,"B - Performer",75.8,"A - Front Runner",67.65,"B - Performer",54.54,"C - Aspirant",29.77,"D - Beginner",38.86,"D - Beginner",60.96,"B - Performer",42.2,"C - Aspirant",52.31,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Gannela",52.64,69.29,"B - Performer",82.7,"A - Front Runner",68.45,"B - Performer",44.98,"C - Aspirant",22.31,"D - Beginner",43.08,"C - Aspirant",60.59,"B - Performer",49.97,"C - Aspirant",60.46,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Baski",52.53,71.2,"B - Performer",74.92,"B - Performer",63.21,"B - Performer",47.41,"C - Aspirant",30.97,"D - Beginner",33.33,"D - Beginner",57.32,"C - Aspirant",59.45,"C - Aspirant",54.15,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Araku Valley.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Araku Valley","Lotheru",50.14,66.17,"B - Performer",86.25,"A - Front Runner",63.95,"B - Performer",42.21,"C - Aspirant",29.39,"D - Beginner",33.61,"D - Beginner",55.53,"C - Aspirant",44.15,"C - Aspirant",53.7,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Bennavaram",65.87,63.31,"B - Performer",86.56,"A - Front Runner",64.4,"B - Performer",61.03,"B - Performer",55.48,"C - Aspirant",57.26,"C - Aspirant",70.34,"B - Performer",70,"B - Performer",69.29,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Chinthapalli",62.72,71.39,"B - Performer",83.57,"A - Front Runner",71.26,"B - Performer",63.05,"B - Performer",44.43,"C - Aspirant",60.83,"B - Performer",65.29,"B - Performer",48.76,"C - Aspirant",65.13,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Chowdupalle",59.23,64.48,"B - Performer",80.51,"A - Front Runner",68.07,"B - Performer",51.74,"C - Aspirant",42.28,"C - Aspirant",47.17,"C - Aspirant",59.95,"C - Aspirant",69.97,"B - Performer",58.68,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Kothapalem",58.74,65.46,"B - Performer",79.85,"A - Front Runner",74.1,"B - Performer",59.88,"C - Aspirant",37.77,"D - Beginner",43.1,"C - Aspirant",60.31,"B - Performer",61.76,"B - Performer",59.21,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Pedabarada",57.42,72.71,"B - Performer",86.24,"A - Front Runner",65.65,"B - Performer",46.06,"C - Aspirant",32.69,"D - Beginner",42.64,"C - Aspirant",65.21,"B - Performer",61.45,"B - Performer",64.06,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Yerrabommalu",57.33,66.51,"B - Performer",86.66,"A - Front Runner",69.71,"B - Performer",48.06,"C - Aspirant",36.37,"D - Beginner",41.63,"C - Aspirant",58.37,"C - Aspirant",60.88,"B - Performer",64.44,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Annavaram",56.62,66.73,"B - Performer",81.06,"A - Front Runner",70.76,"B - Performer",40.33,"C - Aspirant",34.58,"D - Beginner",43.82,"C - Aspirant",60.73,"B - Performer",68.84,"B - Performer",61.14,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Kudumsarai",54.24,67.14,"B - Performer",84.64,"A - Front Runner",63.69,"B - Performer",46,"C - Aspirant",32.34,"D - Beginner",40.93,"C - Aspirant",60.61,"B - Performer",54.98,"C - Aspirant",55.31,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Kitumula",53.98,58.45,"C - Aspirant",74.64,"B - Performer",62.72,"B - Performer",48.65,"C - Aspirant",37.12,"D - Beginner",42.16,"C - Aspirant",57.41,"C - Aspirant",62.74,"B - Performer",51.82,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Tammingulavalsa",53.35,67.04,"B - Performer",68.42,"B - Performer",55.98,"C - Aspirant",55.8,"C - Aspirant",38.61,"D - Beginner",37.26,"D - Beginner",53.98,"C - Aspirant",62,"B - Performer",50.78,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Gondipakalu",52.69,69.88,"B - Performer",76.97,"A - Front Runner",59.14,"C - Aspirant",47.75,"C - Aspirant",38.85,"D - Beginner",33.35,"D - Beginner",54.95,"C - Aspirant",47.53,"C - Aspirant",60.91,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Senivaram",52,61.73,"B - Performer",71.34,"B - Performer",58.4,"C - Aspirant",51.53,"C - Aspirant",42.41,"C - Aspirant",38.73,"D - Beginner",54.74,"C - Aspirant",44.22,"C - Aspirant",52.74,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Kommangi",51.12,62.44,"B - Performer",83.36,"A - Front Runner",64.72,"B - Performer",53.53,"C - Aspirant",27.01,"D - Beginner",37.13,"D - Beginner",54.63,"C - Aspirant",43.09,"C - Aspirant",55.96,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Tajangi",49.82,68.5,"B - Performer",86.92,"A - Front Runner",66.85,"B - Performer",48.82,"C - Aspirant",27.26,"D - Beginner",34.15,"D - Beginner",55.84,"C - Aspirant",32.73,"D - Beginner",57.14,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Balapam",49.14,63.41,"B - Performer",74.97,"B - Performer",59.23,"C - Aspirant",37.08,"D - Beginner",31.42,"D - Beginner",36.91,"D - Beginner",59.96,"C - Aspirant",41.16,"C - Aspirant",55.88,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Lovasingi",47.65,62.12,"B - Performer",71.66,"B - Performer",65.54,"B - Performer",45.2,"C - Aspirant",24.36,"D - Beginner",44.06,"C - Aspirant",54.59,"C - Aspirant",33.81,"D - Beginner",48.47,"C - Aspirant"
